,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,glazyev_sergey_yurievich_number,glazyev_sergey_yurievich_percent,malyshkin_oleg_alexandrovich_number,malyshkin_oleg_alexandrovich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,khakamada_irina_mutsuovna_number,khakamada_irina_mutsuovna_percent,kharitonov_nikolai_mikhailovich_number,kharitonov_nikolai_mikhailovich_percent,against_all_number,against_all_percent,link
68,2004-03-14,Тверская область,Сонковская,8031,7800,0,3858,1702,2240,1702,3858,4,5556,240,81,42,159,2,0,0,125,2.25,115,2.07,36,0.65,3867,69.55,98,1.76,1149,20.67,166,2.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
69,2004-03-14,Тверская область,Спировская,10778,10766,0,5060,1328,4378,1328,5059,42,6345,177,45,73,132,8,0,0,167,2.61,165,2.58,61,0.96,4788,74.96,132,2.07,869,13.61,163,2.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
70,2004-03-14,Тверская область,Старицкая,19169,18918,0,9609,2624,6685,2624,9609,52,12181,373,153,125,220,13,0,0,257,2.1,253,2.07,93,0.76,9487,77.55,208,1.7,1635,13.37,248,2.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
71,2004-03-14,Тверская область,"Тверь, Заволжская",118058,114334,0,56740,1474,56120,1474,56703,225,57952,2450,740,721,1710,92,0,0,3400,5.84,798,1.37,368,0.63,38436,66.07,4152,7.14,8022,13.79,2776,4.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
72,2004-03-14,Тверская область,"Тверь, Московская",101700,96457,0,49436,1060,45961,1060,49419,281,50198,2240,911,1097,1329,118,0,0,2909,5.76,763,1.51,283,0.56,33829,67.02,3160,6.26,6875,13.62,2379,4.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
73,2004-03-14,Тверская область,"Тверь, Пролетарская",78964,77648,0,36925,1248,39475,1248,36881,193,37936,1279,560,412,719,120,0,0,2093,5.49,580,1.52,200,0.52,25817,67.71,2313,6.07,5176,13.57,1757,4.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
74,2004-03-14,Тверская область,"Тверь, Центральная",49432,49396,0,23868,610,24918,610,23819,90,24339,1600,409,422,1191,56,0,0,1549,6.34,287,1.17,158,0.65,15807,64.71,1997,8.17,3324,13.61,1217,4.98,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
75,2004-03-14,Тверская область,Торжокская,17397,17180,0,8413,3740,5027,3740,8413,51,12102,390,117,134,273,1,0,0,230,1.89,264,2.17,74,0.61,9448,77.74,194,1.6,1654,13.61,238,1.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
76,2004-03-14,Тверская область,Торжокская городская,38660,36700,0,18948,687,17065,687,18878,96,19469,994,302,242,692,6,0,0,766,3.92,461,2.36,117,0.6,14475,73.98,470,2.4,2602,13.3,578,2.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
77,2004-03-14,Тверская область,Торопецкая,19265,18267,0,8697,3250,6320,3250,8697,39,11908,372,69,67,303,28,0,0,349,2.92,304,2.54,108,0.9,7978,66.78,218,1.82,2611,21.85,340,2.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
78,2004-03-14,Тверская область,Удомельская,34500,32105,0,17557,2183,12365,2183,17557,46,19694,355,232,326,123,45,0,0,600,3.04,343,1.74,139,0.7,15573,78.89,587,2.97,1828,9.26,624,3.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
79,2004-03-14,Тверская область,Фировская,9345,9120,0,4910,1109,3101,1109,4908,33,5984,193,128,49,65,7,0,0,81,1.35,104,1.73,55,0.91,4893,81.32,81,1.35,678,11.27,92,1.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882991&vrn=1001000882950&prver=0&pronetvd=null&region=69&sub_region=69&type=0&report_mode=null
80,2004-03-14,Калининградская область,Багратионовская,31479,30818,0,18261,1080,11477,1080,18222,342,18960,344,199,219,145,6,0,0,555,2.88,397,2.06,190,0.98,14885,77.12,505,2.62,1705,8.83,723,3.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
81,2004-03-14,Калининградская область,Балтийская,30379,27553,0,17480,413,9660,413,17458,137,17734,316,213,215,103,14,0,0,792,4.43,387,2.17,175,0.98,13057,73.06,682,3.82,1651,9.24,990,5.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
82,2004-03-14,Калининградская область,Гвардейская,22967,22900,0,12421,827,9652,827,12416,119,13124,215,95,64,120,1,0,0,480,3.62,282,2.13,97,0.73,9845,74.34,340,2.57,1540,11.63,540,4.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
83,2004-03-14,Калининградская область,Гурьевская,35006,35134,0,18792,770,15573,770,18781,238,19313,356,136,99,220,4,0,1,687,3.51,361,1.85,131,0.67,15054,77.0,705,3.61,1548,7.92,827,4.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
84,2004-03-14,Калининградская область,Гусевская,26720,25450,0,14677,680,10093,680,14674,116,15238,210,114,68,96,7,0,0,519,3.38,454,2.96,166,1.08,10624,69.19,464,3.02,2383,15.52,628,4.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
85,2004-03-14,Калининградская область,Зеленоградская,23720,21978,0,13044,1039,7895,1039,13035,163,13911,295,191,145,104,2,0,0,474,3.37,264,1.88,129,0.92,10592,75.26,495,3.52,1367,9.71,590,4.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
86,2004-03-14,Калининградская область,"Калининград, Балтийская",57938,50875,0,28745,641,21489,641,28733,254,29120,578,244,200,334,8,0,0,1857,6.32,536,1.82,378,1.29,19033,64.8,1506,5.13,3792,12.91,2018,6.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
87,2004-03-14,Калининградская область,"Калининград, Ленинградская",121257,118200,0,61903,1245,55052,1242,61779,377,62644,1175,549,544,626,23,0,0,4438,7.04,1009,1.6,878,1.39,39990,63.46,4105,6.51,8190,13.0,4034,6.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
88,2004-03-14,Калининградская область,"Калининград, Московская",66848,62000,0,33265,512,28223,512,33241,224,33529,565,232,223,333,105,0,0,2164,6.41,527,1.56,438,1.3,22084,65.43,1962,5.81,4154,12.31,2200,6.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
89,2004-03-14,Калининградская область,"Калининград, Октябрьская",34143,33300,0,16263,351,16686,351,16245,119,16477,325,78,113,247,3,0,0,1023,6.16,266,1.6,226,1.36,10601,63.88,1154,6.95,2259,13.61,948,5.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
90,2004-03-14,Калининградская область,"Калининград, Центральная",63738,61500,0,34542,705,26253,705,34514,230,34989,695,401,386,294,318,0,0,2460,6.98,546,1.55,444,1.26,22276,63.25,2435,6.91,4531,12.87,2297,6.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
91,2004-03-14,Калининградская область,Краснознаменская,9222,10000,0,5320,1037,3643,1037,5318,86,6269,159,147,63,12,1,0,0,184,2.9,204,3.21,54,0.85,4782,75.25,110,1.73,763,12.01,172,2.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
92,2004-03-14,Калининградская область,Неманская,16521,14930,0,8471,618,5841,618,8470,74,9014,169,93,41,76,8,0,0,309,3.4,214,2.35,79,0.87,6818,75.02,179,1.97,1127,12.4,288,3.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
93,2004-03-14,Калининградская область,Нестеровская,11908,12000,0,7329,352,4319,352,7328,58,7622,167,87,62,80,4,0,0,170,2.21,173,2.25,51,0.66,6263,81.55,132,1.72,700,9.11,133,1.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
94,2004-03-14,Калининградская область,Озерская,12393,10860,0,7202,620,3038,620,7201,79,7742,150,96,52,54,2,0,0,154,1.97,188,2.4,63,0.81,6193,79.18,122,1.56,880,11.25,142,1.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
95,2004-03-14,Калининградская область,Пионерская городская,9678,9815,0,5407,254,4154,254,5403,51,5606,145,46,36,99,0,0,0,271,4.79,86,1.52,74,1.31,3980,70.36,210,3.71,707,12.5,278,4.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
96,2004-03-14,Калининградская область,Полесская,13618,12400,0,7122,547,4729,547,7120,93,7574,147,102,60,45,3,2,0,219,2.86,155,2.02,85,1.11,5968,77.84,188,2.45,724,9.44,235,3.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
97,2004-03-14,Калининградская область,Правдинская,15307,14570,0,8165,700,5705,700,8164,95,8769,200,109,49,91,4,0,0,203,2.29,185,2.09,62,0.7,7049,79.52,157,1.77,915,10.32,198,2.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
98,2004-03-14,Калининградская область,Светлогорская,17254,15143,0,8918,204,6021,204,8915,78,9041,95,66,227,29,2,0,0,412,4.52,200,2.19,133,1.46,6316,69.26,401,4.4,1089,11.94,490,5.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
99,2004-03-14,Калининградская область,Светловская,22001,20350,0,11693,264,8393,264,11681,109,11836,190,60,58,130,0,0,0,782,6.55,226,1.89,106,0.89,8409,70.4,490,4.1,1198,10.03,625,5.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
100,2004-03-14,Калининградская область,Славская,14049,13680,0,7226,701,5753,701,7222,87,7836,159,109,40,50,1,0,0,213,2.69,222,2.8,49,0.62,6301,79.53,140,1.77,734,9.26,177,2.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
101,2004-03-14,Калининградская область,Советская городская,33877,30554,0,15732,569,14253,569,15732,126,16175,215,104,95,111,9,0,0,715,4.39,366,2.25,123,0.75,11805,72.42,467,2.86,2103,12.9,596,3.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
102,2004-03-14,Калининградская область,Черняховская,46489,43970,0,22113,1224,20633,1223,22105,159,23169,340,193,168,147,16,0,0,982,4.21,632,2.71,211,0.9,16894,72.42,566,2.43,3008,12.89,876,3.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883230&vrn=1001000882950&prver=0&pronetvd=null&region=39&sub_region=39&type=0&report_mode=null
103,2004-03-14,Республика Башкортостан,Абзелиловская ,27406,27501,0,25042,935,1523,935,25041,315,25661,499,294,354,205,1,1,0,198,0.76,93,0.36,77,0.3,23604,90.87,276,1.06,1305,5.02,108,0.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
104,2004-03-14,Республика Башкортостан,Агидельская городская,12244,12500,0,8479,111,3910,111,8479,12,8578,845,795,98,50,96,0,0,44,0.51,22,0.26,14,0.16,8183,95.26,46,0.54,238,2.77,31,0.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
105,2004-03-14,Республика Башкортостан,Альшеевская,32770,32633,0,29083,1873,1677,1873,29083,104,30852,457,214,227,243,8,0,0,182,0.59,159,0.51,79,0.26,29192,94.3,223,0.72,910,2.94,107,0.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
106,2004-03-14,Республика Башкортостан,Архангельская,13999,14281,0,11705,2026,550,2026,11705,30,13701,350,179,129,171,0,0,0,9,0.07,9,0.07,9,0.07,13517,98.44,22,0.16,129,0.94,6,0.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
107,2004-03-14,Республика Башкортостан,Аскинская,16099,16064,0,14456,971,637,971,14453,50,15374,297,158,107,139,3,0,0,70,0.45,42,0.27,36,0.23,14865,96.38,57,0.37,266,1.72,38,0.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
108,2004-03-14,Республика Башкортостан,Аургазинская,27148,27800,0,23819,2867,1114,2867,23819,33,26653,305,124,155,181,0,0,0,48,0.18,29,0.11,18,0.07,26163,98.04,53,0.2,295,1.11,47,0.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
109,2004-03-14,Республика Башкортостан,Баймакская,39083,39286,0,35417,1487,2382,1487,35417,196,36708,550,297,213,253,0,0,0,149,0.4,98,0.27,79,0.21,35259,95.54,165,0.45,876,2.37,82,0.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
110,2004-03-14,Республика Башкортостан,Бакалинская,21942,22828,0,19976,1602,1250,1602,19976,38,21540,346,243,152,103,7,0,0,34,0.16,20,0.09,28,0.13,21176,98.14,37,0.17,220,1.02,25,0.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
111,2004-03-14,Республика Башкортостан,Балтачевская,17524,17794,0,16691,736,367,736,16691,2,17425,249,101,70,148,1,0,0,3,0.02,3,0.02,1,0.01,17387,99.77,3,0.02,26,0.15,2,0.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
112,2004-03-14,Республика Башкортостан,Белебеевская,74341,73613,0,62380,2429,8764,2428,62357,267,64518,1873,960,584,913,27,40,0,534,0.82,348,0.54,259,0.4,59573,91.95,455,0.7,2942,4.54,407,0.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
113,2004-03-14,Республика Башкортостан,Белокатайская,15042,15800,0,12932,877,1991,877,12932,69,13740,197,133,56,64,3,0,0,103,0.75,76,0.55,55,0.4,13099,94.86,85,0.62,260,1.88,62,0.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882976&vrn=1001000882950&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
