,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
1404,"
02.03.2008
",Город Санкт-Петербург,Кировская N 3,143434,132940,0,98520,1822,32598,1821,98247,1471,98597,3291,2655,1795,636,100,0,0,0,0,1597,1.6,6775,6.77,14771,14.76,75454,75.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1405,"
02.03.2008
",Город Санкт-Петербург,Красногвардейская N 4,108729,106450,0,79903,2067,24480,2059,79803,1248,80614,2719,2167,1747,552,248,0,0,0,0,1380,1.69,5050,6.17,12030,14.7,62154,75.93,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1406,"
02.03.2008
",Город Санкт-Петербург,Невская N5,179625,177200,0,110959,2762,63479,2762,110176,1919,111019,4001,3186,2500,815,197,0,0,0,0,1981,1.75,8377,7.42,19730,17.47,80931,71.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1407,"
02.03.2008
",Город Санкт-Петербург,Красносельская N 6,119071,117500,0,76155,3112,38233,3112,75965,1314,77763,3309,3170,1588,139,183,0,0,0,0,1473,1.86,6215,7.86,14283,18.06,55792,70.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1408,"
02.03.2008
",Город Санкт-Петербург,Кировская N 7,115142,94250,0,77097,1149,16004,1149,76830,1204,76775,2116,1909,951,207,84,0,0,0,0,1152,1.48,4848,6.22,12164,15.6,58611,75.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1409,"
02.03.2008
",Город Санкт-Петербург,Петродворцовая N 8,55228,53000,0,38273,2592,12135,2590,38154,1505,39239,2325,1945,2585,380,34,0,0,0,0,637,1.56,3114,7.64,7653,18.78,27835,68.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1410,"
02.03.2008
",Город Санкт-Петербург,Ломоносовская N 9,26217,29000,0,18062,1539,9399,1539,18047,294,19292,798,714,637,84,202,0,0,0,0,310,1.58,1540,7.86,3335,17.03,14107,72.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1411,"
02.03.2008
",Город Санкт-Петербург,Выборгская N10,241685,206850,0,148081,3605,55164,3605,147597,3046,148156,8181,7678,8990,503,214,0,0,0,0,3181,2.1,11483,7.59,28673,18.96,104819,69.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1412,"
02.03.2008
",Город Санкт-Петербург,Калининская N11,179581,173000,0,124530,5696,42774,5694,123881,2096,127479,5301,5091,2806,210,199,0,0,0,0,2357,1.82,9359,7.22,24286,18.74,91477,70.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1413,"
02.03.2008
",Город Санкт-Петербург,Приморская N12,181648,164000,0,107801,2628,53571,2628,107309,2459,107478,4276,3798,2167,478,222,0,0,0,0,2467,2.24,8406,7.65,20463,18.61,76142,69.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1414,"
02.03.2008
",Город Санкт-Петербург,Курортная N13,43683,41125,0,33438,1480,6207,1479,33409,463,34425,917,849,1444,68,83,0,0,0,0,417,1.2,2156,6.18,4838,13.87,27014,77.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1415,"
02.03.2008
",Город Санкт-Петербург,Выборгская N14,81587,63350,0,50550,1394,11406,1394,50383,858,50919,2929,2486,1933,443,63,0,0,0,0,908,1.75,4151,8.02,9222,17.81,36638,70.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1416,"
02.03.2008
",Город Санкт-Петербург,Кронштадтская N15,34689,30000,0,21423,589,7988,589,21384,344,21629,924,604,356,320,76,0,0,0,0,344,1.57,2323,10.57,3907,17.78,15055,68.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1417,"
02.03.2008
",Город Санкт-Петербург,Центральная N16,78549,73300,0,50941,1816,20543,1816,50696,1279,51233,2392,2031,2112,361,94,0,0,0,0,1311,2.5,4061,7.73,9497,18.09,36364,69.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1418,"
02.03.2008
",Город Санкт-Петербург,Калининская N17,121696,118500,0,87030,4880,26590,4880,86739,1299,90320,3127,3084,2197,43,169,0,0,0,0,1615,1.76,6254,6.83,16233,17.72,66218,72.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1419,"
02.03.2008
",Город Санкт-Петербург,Петроградская N18,96235,92850,0,72712,1898,18240,1898,72385,1577,72706,2300,2007,4595,293,495,0,0,0,0,1447,1.95,4947,6.66,9247,12.45,57065,76.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1420,"
02.03.2008
",Город Санкт-Петербург,Московская N19,113723,112350,0,82580,1588,28182,1588,82459,524,83523,2420,2080,1997,340,80,0,0,0,0,778,0.93,5790,6.89,10217,12.16,66738,79.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1421,"
02.03.2008
",Город Санкт-Петербург,Пушкинская N20,85790,79550,0,61484,3263,14803,3263,61430,944,63749,2170,1897,1491,273,30,0,0,0,0,895,1.38,4065,6.28,9161,14.16,49628,76.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1422,"
02.03.2008
",Город Санкт-Петербург,Колпинская N21,139720,121500,0,83482,4645,33373,4618,83366,1706,86278,2448,1887,1250,561,51,0,0,0,0,2344,2.66,8454,9.61,15839,18.0,59641,67.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1423,"
02.03.2008
",Город Санкт-Петербург,Павловская N22,12424,10350,0,8138,844,1368,844,8128,140,8832,334,279,394,55,15,0,0,0,0,141,1.57,621,6.92,1358,15.14,6712,74.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1424,"
02.03.2008
",Город Санкт-Петербург,Фрунзенская N23,127157,115600,0,79180,1832,34588,1832,79018,1535,79315,2665,2266,1442,399,234,0,0,0,0,1613,1.99,6024,7.45,14579,18.03,57099,70.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1425,"
02.03.2008
",Город Санкт-Петербург,Невская N24,154426,154500,0,92757,3049,58694,3048,92264,1392,93920,3244,2861,2978,383,256,0,0,0,0,1887,1.98,7906,8.29,16179,16.97,67948,71.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1426,"
02.03.2008
",Город Санкт-Петербург,Красногвардейская N25,128154,129350,0,89645,2784,36921,2784,89566,1379,90971,3232,2990,1753,242,266,0,0,0,0,1692,1.83,6647,7.2,14787,16.01,67845,73.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1427,"
02.03.2008
",Город Санкт-Петербург,Красносельская N26,103500,93900,0,66872,2554,24474,2554,66670,1072,68152,3325,2785,1929,540,133,0,0,0,0,1209,1.75,5653,8.17,13694,19.78,47596,68.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1428,"
02.03.2008
",Город Санкт-Петербург,Московская N27,86587,81920,0,58686,1401,21833,1401,58543,866,59078,2027,1414,1135,613,57,0,0,0,0,990,1.65,3683,6.14,9719,16.21,44686,74.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1429,"
02.03.2008
",Город Санкт-Петербург,Приморская N28,139978,128250,0,84805,2138,41307,2122,84287,1541,84868,3370,2912,1578,458,110,0,0,0,0,1741,2.01,6396,7.4,15317,17.73,61414,71.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1430,"
02.03.2008
",Город Санкт-Петербург,Фрунзенская N29,136555,131200,0,91874,1713,37613,1713,91673,1551,91835,2789,2378,1614,411,206,0,0,0,0,1707,1.83,6996,7.49,17315,18.54,65817,70.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1431,"
02.03.2008
",Город Санкт-Петербург,Центральная N30,59752,56300,0,41270,2983,12047,2981,41124,968,43137,1493,1478,1577,15,57,0,0,0,0,1086,2.46,3755,8.51,7226,16.38,31070,70.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249960&vrn=100100022176412&prver=0&pronetvd=null&region=78&sub_region=78&type=0&report_mode=null
1432,"
02.03.2008
",Республика Хакасия,Абаканская,124739,100800,0,66804,2588,31408,2588,66756,1138,68206,2300,1676,2153,624,122,0,0,0,0,1338,1.93,10008,14.43,14782,21.32,42078,60.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1433,"
02.03.2008
",Республика Хакасия,Алтайская,16543,16800,0,10715,1630,4455,1630,10712,169,12173,523,523,192,0,27,0,0,0,0,170,1.38,1804,14.62,2613,21.17,7586,61.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1434,"
02.03.2008
",Республика Хакасия,Аскизская,29460,27900,163,18587,2191,6959,2354,18587,197,20744,784,784,436,0,146,0,0,0,0,208,0.99,1857,8.87,4299,20.53,14380,68.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1435,"
02.03.2008
",Республика Хакасия,Бейская,14995,13995,0,8785,1179,4031,1179,8785,75,9889,275,275,201,0,55,0,0,0,0,103,1.03,1353,13.58,2372,23.81,6061,60.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1436,"
02.03.2008
",Республика Хакасия,Боградская,11082,11870,0,7354,961,3555,961,7354,76,8239,583,583,177,0,67,0,0,0,0,66,0.79,1087,13.07,1927,23.17,5159,62.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1437,"
02.03.2008
",Республика Хакасия,Орджоникидзевская,10121,9340,0,5744,970,2626,970,5744,80,6634,304,304,151,0,76,0,0,0,0,80,1.19,996,14.83,1508,22.46,4050,60.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1438,"
02.03.2008
",Республика Хакасия,Саяногорская,50943,45138,0,29448,823,14867,823,29432,432,29823,750,425,356,325,86,0,0,0,0,526,1.74,4371,14.45,7309,24.16,17617,58.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1439,"
02.03.2008
",Республика Хакасия,Таштыпская,10113,10966,28,6590,1143,3205,1171,6590,123,7638,534,534,158,0,26,0,0,0,0,100,1.29,870,11.21,1887,24.31,4781,61.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1440,"
02.03.2008
",Республика Хакасия,Усть-Абаканская,29047,29500,0,16573,2437,10490,2437,16573,191,18819,565,565,259,0,175,0,0,0,0,258,1.36,3003,15.8,4302,22.63,11256,59.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1441,"
02.03.2008
",Республика Хакасия,Черногорская,50308,50945,0,26480,4917,19548,4917,26478,325,31070,964,847,811,117,376,0,0,0,0,466,1.48,4671,14.88,7259,23.12,18674,59.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1442,"
02.03.2008
",Республика Хакасия,Ширинская,21751,20500,0,12324,1299,6877,1299,12321,171,13449,434,434,292,0,136,0,0,0,0,123,0.9,1926,14.14,3657,26.85,7743,56.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1443,"
02.03.2008
",Республика Хакасия,Абазинская,12975,13100,0,7587,893,4620,893,7586,359,8120,200,200,127,0,100,0,0,0,0,113,1.33,1135,13.39,2245,26.48,4627,54.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1444,"
02.03.2008
",Республика Хакасия,Сорская,7828,8393,0,4721,569,3103,569,4721,53,5237,180,93,148,87,60,0,0,0,0,63,1.19,669,12.65,1309,24.74,3196,60.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249927&vrn=100100022176412&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
1445,"
02.03.2008
",Ямало-Ненецкий автономный округ,Губкинская городская,13250,13000,0,10551,135,2314,135,10547,111,10571,560,170,196,390,230,0,0,0,0,168,1.57,1505,14.09,1096,10.26,7802,73.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249921&vrn=100100022176412&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
1446,"
02.03.2008
",Ямало-Ненецкий автономный округ,Красноселькупская,5462,5410,1362,3596,249,203,1611,3594,61,5144,372,80,10,292,28,0,0,0,0,27,0.52,276,5.3,360,6.92,4481,86.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249921&vrn=100100022176412&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
1447,"
02.03.2008
",Ямало-Ненецкий автономный округ,Лабытнангская городская,19403,18676,2007,14938,685,1046,2692,14938,22,17608,1100,217,267,883,125,0,0,0,0,91,0.52,1382,7.84,1318,7.48,14817,84.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249921&vrn=100100022176412&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
