,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
2710,"
02.03.2008
",Чеченская Республика,"г. Грозный, Октябрьская",40317,40317,36,37094,83,3104,119,37030,40,37109,477,4,0,473,23,0,0,0,0,382,1.03,3441,9.26,421,1.13,32865,88.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249986&vrn=100100022176412&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2711,"
02.03.2008
",Чеченская Республика,"г. Грозный, Старопромысловская",33752,33752,0,30760,56,2936,56,30726,23,30759,30,0,0,30,20,0,0,0,0,225,0.73,2828,9.19,647,2.1,27059,87.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249986&vrn=100100022176412&prver=0&pronetvd=null&region=20&sub_region=20&type=0&report_mode=null
2712,"
02.03.2008
",Архангельская область,"Архангельск, Исакогорская",29800,27000,0,15153,483,11364,483,15149,125,15507,399,362,279,37,14,0,0,0,0,266,1.7,2035,13.02,2505,16.02,10701,68.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2713,"
02.03.2008
",Архангельская область,"Архангельск, Ломоносовская",58964,54878,0,35452,542,18878,542,35418,471,35489,961,646,668,315,19,6,0,0,0,931,2.59,4411,12.27,7452,20.72,22695,63.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2714,"
02.03.2008
",Архангельская область,"Архангельск, Октябрьская",72728,65593,0,42749,1156,21688,1156,42677,628,43205,1007,695,979,312,21,0,0,0,0,1074,2.45,5123,11.69,9688,22.1,27320,62.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2715,"
02.03.2008
",Архангельская область,"Архангельск, Соломбальская",70348,59012,0,38431,1005,19576,1005,38418,501,38922,947,730,619,217,48,0,0,0,0,779,1.98,5411,13.73,7229,18.34,25503,64.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2716,"
02.03.2008
",Архангельская область,"Архангельск, Южная",62758,57574,52,34702,560,22260,612,34684,390,34906,957,723,632,234,13,0,0,0,0,785,2.22,4472,12.67,6637,18.8,23012,65.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2717,"
02.03.2008
",Архангельская область,Вельская,45492,39460,0,24190,3173,12097,3173,24186,205,27154,698,500,388,198,101,0,0,0,0,359,1.31,3335,12.19,4480,16.37,18980,69.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2718,"
02.03.2008
",Архангельская область,Верхнетоемская,16065,16071,0,9037,1243,5791,1243,9037,60,10220,195,138,99,57,5,0,0,0,0,149,1.45,1276,12.41,1499,14.58,7296,70.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2719,"
02.03.2008
",Архангельская область,Вилегодская,9530,10000,0,5655,1125,3220,1125,5654,55,6724,145,135,83,10,15,0,0,0,0,110,1.62,896,13.22,1045,15.42,4673,68.93,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2720,"
02.03.2008
",Архангельская область,Виноградовская,15004,13320,98,8096,1403,3723,1501,8096,58,9539,196,171,85,25,11,0,0,0,0,107,1.11,1006,10.48,1479,15.41,6947,72.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2721,"
02.03.2008
",Архангельская область,Каргопольская,16214,15850,3,9076,1167,5604,1170,9075,63,10182,191,102,85,89,9,0,0,0,0,113,1.1,852,8.32,1920,18.74,7297,71.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2722,"
02.03.2008
",Архангельская область,Коношская,21205,19600,0,11187,1747,6666,1747,11185,88,12844,290,246,127,44,10,0,0,0,0,152,1.18,1470,11.37,1684,13.02,9538,73.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2723,"
02.03.2008
",Архангельская область,Коряжемская,32305,32400,0,21642,427,10331,427,21624,206,21845,215,123,102,92,12,0,0,0,0,272,1.23,3250,14.74,3431,15.56,14892,67.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2724,"
02.03.2008
",Архангельская область,Котласская городская,60866,54800,0,38660,1060,15080,1060,38651,312,39399,704,616,562,88,14,0,0,0,0,629,1.58,4582,11.54,7292,18.36,26896,67.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2725,"
02.03.2008
",Архангельская область,Котласская,18189,18650,38,10023,1146,7443,1184,10020,78,11126,262,219,154,43,13,0,0,0,0,141,1.26,1269,11.33,1832,16.35,7884,70.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2726,"
02.03.2008
",Архангельская область,Красноборская,12103,11390,0,7439,938,3013,938,7439,51,8326,146,112,107,34,3,0,0,0,0,104,1.24,984,11.75,1373,16.39,5865,70.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2727,"
02.03.2008
",Архангельская область,Ленская,11499,11500,0,6726,765,4009,765,6726,46,7445,109,78,44,31,11,0,0,0,0,86,1.15,891,11.89,1161,15.5,5307,70.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2728,"
02.03.2008
",Архангельская область,Лешуконская,7861,7480,0,4232,481,2767,481,4229,18,4692,146,95,65,51,4,0,0,0,0,45,0.96,414,8.79,784,16.65,3449,73.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2729,"
02.03.2008
",Архангельская область,Мезенская,10104,8960,27,5375,571,2987,598,5374,46,5926,135,110,58,25,13,0,0,0,0,48,0.8,608,10.18,1293,21.65,3977,66.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2730,"
02.03.2008
",Архангельская область,Мирнинская,25147,22766,0,18892,283,3591,283,18883,202,18964,422,290,199,132,51,0,0,0,0,169,0.88,2155,11.24,1996,10.41,14644,76.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2731,"
02.03.2008
",Архангельская область,Новодвинская,33786,33460,0,21165,476,11819,476,21138,228,21386,280,145,128,135,10,0,0,0,0,380,1.76,2612,12.08,4525,20.94,13869,64.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2732,"
02.03.2008
",Архангельская область,Няндомская,25995,25350,0,13019,1463,10868,1463,13018,76,14405,383,282,212,101,11,0,0,0,0,170,1.17,1264,8.73,2319,16.01,10652,73.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2733,"
02.03.2008
",Архангельская область,Новоземельская,2619,3400,0,2524,73,803,73,2524,8,2589,70,70,11,0,80,0,0,0,0,13,0.5,275,10.59,113,4.35,2188,84.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2734,"
02.03.2008
",Архангельская область,Онежская,27050,28650,241,13755,1215,13439,1456,13754,90,15120,274,174,95,100,24,0,0,0,0,186,1.22,1562,10.27,2627,17.27,10745,70.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2735,"
02.03.2008
",Архангельская область,Пинежская,22940,22000,0,12774,1406,7820,1406,12774,81,14099,467,461,201,6,27,0,0,0,0,181,1.28,1492,10.52,2354,16.6,10072,71.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2736,"
02.03.2008
",Архангельская область,Плесецкая,39423,38500,324,20741,2801,14634,3125,20738,148,23715,485,292,203,193,8,0,0,0,0,262,1.1,2066,8.66,4228,17.72,17159,71.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2737,"
02.03.2008
",Архангельская область,Приморская,21886,19756,102,11728,1434,6492,1536,11725,110,13151,413,303,382,110,9,0,0,0,0,190,1.43,1647,12.42,1888,14.24,9426,71.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2738,"
02.03.2008
",Архангельская область,Северодвинская,169617,175660,0,111762,1322,62576,1322,111611,1261,111672,2486,1561,1267,925,217,0,0,0,0,2285,2.02,12879,11.4,27582,24.42,68926,61.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2739,"
02.03.2008
",Архангельская область,Соловецкая,663,560,0,401,38,121,38,401,18,421,18,12,4,6,2,0,0,0,0,4,0.91,59,13.44,54,12.3,304,69.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2740,"
02.03.2008
",Архангельская область,Устьянская,25714,24700,0,13786,2053,8861,2053,13786,76,15763,286,194,119,92,20,0,0,0,0,209,1.32,1603,10.12,3013,19.02,10938,69.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2741,"
02.03.2008
",Архангельская область,Холмогорская,22294,21500,0,12817,1512,7171,1512,12814,106,14220,428,381,197,47,5,0,0,0,0,190,1.33,1685,11.76,2443,17.05,9902,69.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2742,"
02.03.2008
",Архангельская область,Шенкурская,13719,13500,0,7042,1335,5123,1335,7042,50,8327,189,122,63,67,10,0,0,0,0,86,1.03,888,10.6,1055,12.59,6298,75.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249968&vrn=100100022176412&prver=0&pronetvd=null&region=29&sub_region=29&type=0&report_mode=null
2743,"
02.03.2008
",Брянская область,Брасовская,17029,16850,0,10037,2248,4565,2248,10037,103,12182,372,297,128,75,4,0,0,0,0,101,0.82,988,8.04,3222,26.23,7871,64.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2744,"
02.03.2008
",Брянская область,"Брянск, Бежицкая",132592,126750,0,66584,5450,54716,5450,66579,843,71186,2017,1728,1293,289,8,0,0,0,0,1061,1.47,7135,9.91,22467,31.19,40523,56.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2745,"
02.03.2008
",Брянская область,"Брянск, Володарская",64193,64000,0,33444,4050,26506,4050,33428,472,37006,720,621,393,99,10,0,0,0,0,557,1.49,4001,10.68,12154,32.43,20294,54.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2746,"
02.03.2008
",Брянская область,"Брянск, Советская",99407,94250,0,51877,4025,38348,4025,51863,1902,53986,1349,1011,1710,338,11,0,0,0,0,868,1.55,5452,9.76,17752,31.76,29914,53.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2747,"
02.03.2008
",Брянская область,"Брянск, Фокинская",70221,63150,0,32696,2019,28435,2019,32651,372,34298,725,527,390,198,14,0,0,0,0,430,1.24,3503,10.1,11319,32.65,19046,54.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2748,"
02.03.2008
",Брянская область,Брянская,43035,42880,0,25460,5023,12397,5023,25455,303,30175,1056,995,405,61,11,0,0,0,0,341,1.12,3012,9.88,7801,25.6,19021,62.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2749,"
02.03.2008
",Брянская область,Выгоничская,16897,16625,0,9266,1900,5459,1900,9264,135,11029,628,474,205,154,7,0,0,0,0,135,1.21,1219,10.92,2818,25.24,6857,61.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2750,"
02.03.2008
",Брянская область,Гордеевская,9294,9394,0,8180,505,709,505,8180,70,8615,140,66,31,74,0,0,0,0,0,23,0.26,141,1.62,552,6.36,7899,90.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2751,"
02.03.2008
",Брянская область,Дубровская,16214,16200,0,11307,997,3896,997,11307,60,12244,227,177,98,50,3,0,0,0,0,55,0.45,1025,8.33,2652,21.55,8512,69.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2752,"
02.03.2008
",Брянская область,Дятьковская,61621,59860,0,32774,5943,21143,5943,32767,435,38275,1365,1035,519,330,53,0,0,0,0,395,1.02,3830,9.89,10652,27.52,23398,60.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2753,"
02.03.2008
",Брянская область,Жирятинская,5551,5600,0,3583,1046,971,1046,3583,19,4610,100,82,40,18,0,0,0,0,0,32,0.69,323,6.98,1005,21.71,3250,70.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2754,"
02.03.2008
",Брянская область,Жуковская,30354,30740,0,18205,2860,9675,2860,18205,226,20839,839,599,253,240,11,0,0,0,0,223,1.06,1687,8.01,6178,29.33,12751,60.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2755,"
02.03.2008
",Брянская область,Злынковская,9845,9980,0,5617,1178,3185,1178,5616,70,6724,208,186,31,22,4,0,0,0,0,72,1.06,336,4.95,1199,17.65,5117,75.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2756,"
02.03.2008
",Брянская область,Карачевская,29429,29050,0,16053,3136,9861,3136,16053,121,19068,572,245,186,327,18,0,0,0,0,146,0.76,1641,8.55,5742,29.92,11539,60.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2757,"
02.03.2008
",Брянская область,Клетнянская,16019,16352,0,9066,3124,4162,3124,9066,456,11734,235,201,88,34,5,0,0,0,0,89,0.73,868,7.12,3169,25.99,7608,62.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2758,"
02.03.2008
",Брянская область,Климовская,25676,25350,0,14616,2667,8067,2667,14616,128,17155,346,284,91,62,14,0,0,0,0,120,0.69,1528,8.84,3676,21.27,11831,68.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2759,"
02.03.2008
",Брянская область,Клинцовская,16173,15678,0,9938,1296,4444,1296,9938,63,11171,187,136,87,51,3,0,0,0,0,62,0.55,701,6.24,2602,23.16,7806,69.49,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2760,"
02.03.2008
",Брянская область,Клинцовская городская,55295,54000,0,27384,3558,23058,3557,27382,264,30675,615,538,272,77,15,0,0,0,0,252,0.81,2105,6.8,8443,27.29,19875,64.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2761,"
02.03.2008
",Брянская область,Комаричская,13976,13550,0,8472,1626,3452,1626,8472,80,10018,347,225,111,122,3,0,0,0,0,69,0.68,759,7.52,2094,20.74,7096,70.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2762,"
02.03.2008
",Брянская область,Красногорская,11779,11900,0,8165,606,3129,606,8160,61,8705,128,90,57,38,15,0,0,0,0,42,0.48,654,7.46,2250,25.67,5759,65.7,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2763,"
02.03.2008
",Брянская область,Мглинская,15648,15700,0,12368,1804,1528,1804,12368,414,13758,323,190,108,133,4,0,0,0,0,46,0.32,517,3.65,1466,10.34,11729,82.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2764,"
02.03.2008
",Брянская область,Навлинская,21038,21450,0,13157,2131,6162,2131,13157,164,15124,350,350,154,0,0,0,0,0,0,102,0.67,1141,7.46,3468,22.68,10413,68.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2765,"
02.03.2008
",Брянская область,Новозыбковская,9755,9940,0,6347,1197,2396,1197,6346,56,7487,144,114,58,30,4,0,0,0,0,55,0.73,362,4.8,1558,20.65,5512,73.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2766,"
02.03.2008
",Брянская область,Новозыбковская городская,33958,34000,0,17382,1401,15217,1401,17379,183,18597,400,242,202,158,25,0,0,0,0,182,0.97,1371,7.3,5065,26.97,11979,63.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2767,"
02.03.2008
",Брянская область,Погарская,24489,24750,0,15614,3200,5936,3200,15609,269,18540,682,666,265,16,28,0,0,0,0,144,0.77,1628,8.66,4205,22.36,12563,66.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2768,"
02.03.2008
",Брянская область,Почепская,32436,32550,0,16147,4099,12304,4099,16143,131,20111,455,334,216,121,15,0,0,0,0,150,0.74,1548,7.65,5835,28.83,12578,62.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2769,"
02.03.2008
",Брянская область,Рогнединская,6081,6150,0,3616,834,1700,834,3616,23,4427,135,112,36,23,5,0,0,0,0,31,0.7,344,7.73,1154,25.93,2898,65.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2770,"
02.03.2008
",Брянская область,Севская,13193,13850,0,8972,1582,3296,1582,8972,57,10497,346,346,98,0,54,0,0,0,0,58,0.55,933,8.84,2300,21.79,7206,68.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2771,"
02.03.2008
",Брянская область,Сельцовская городская,15496,15345,0,7940,1085,6320,1085,7940,87,8938,188,134,73,54,2,0,0,0,0,98,1.09,846,9.37,2813,31.17,5181,57.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2772,"
02.03.2008
",Брянская область,Стародубская,31058,31540,0,16541,4371,10628,4371,16541,140,20772,549,460,155,89,9,0,0,0,0,150,0.72,1545,7.39,5727,27.39,13350,63.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2773,"
02.03.2008
",Брянская область,Суземская,14175,12790,0,7827,1409,3554,1409,7827,84,9152,229,132,122,97,9,0,0,0,0,80,0.87,812,8.79,1964,21.26,6296,68.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2774,"
02.03.2008
",Брянская область,Суражская,20474,20700,0,9890,2351,8459,2351,9890,106,12135,295,234,112,61,5,0,0,0,0,94,0.77,1089,8.9,3634,29.69,7318,59.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2775,"
02.03.2008
",Брянская область,Трубчевская,27487,26200,0,15760,3445,6995,3445,15758,141,19062,1043,1034,252,9,47,0,0,0,0,138,0.72,1481,7.71,6075,31.64,11368,59.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2776,"
02.03.2008
",Брянская область,Унечская,33309,34690,0,16499,3664,14527,3664,16499,159,20004,538,445,236,93,9,0,0,0,0,160,0.79,1884,9.34,6499,32.23,11461,56.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249990&vrn=100100022176412&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
2777,"
02.03.2008
",Республика Карелия,Беломорская,16401,14440,0,9528,1058,3854,1058,9528,119,10467,270,153,91,117,21,0,0,0,0,158,1.49,1156,10.92,1662,15.7,7491,70.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2778,"
02.03.2008
",Республика Карелия,Калевальская,7411,7500,31,4586,497,2386,528,4586,46,5068,380,355,50,25,22,0,0,0,0,70,1.37,649,12.69,501,9.8,3848,75.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2779,"
02.03.2008
",Республика Карелия,Кемская,16141,12860,0,8376,582,3902,582,8369,78,8873,222,119,92,103,21,0,0,0,0,133,1.49,893,9.98,1377,15.38,6470,72.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2780,"
02.03.2008
",Республика Карелия,Кондопожская,36992,29700,0,22089,1056,6555,1056,22075,421,22710,378,239,244,139,14,0,0,0,0,426,1.84,3714,16.06,3463,14.97,15107,65.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
2781,"
02.03.2008
",Республика Карелия,Костомукшская городская,25413,25000,101,15233,146,9520,247,15224,171,15300,365,187,132,178,27,0,0,0,0,279,1.8,2105,13.61,2226,14.39,10690,69.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249950&vrn=100100022176412&prver=0&pronetvd=null&region=10&sub_region=10&type=0&report_mode=null
